ИМЕ НА МАРКЕТ,НАЗИВ НА ПРОИЗВОД,ПРОДАЖНА ЦЕНА,ЕДИНЕЧНА ЦЕНА,ОПИС НА ПРОИЗВОД,ДОСТАПНОСТ НА ПРОИЗВОД,РЕДОВНА ЦЕНА,ЦЕНА СО ПОПУСТ,ПОЕНИ,ТИП НА АКЦИЈА,ВРЕМЕТРАЊЕ НА АКЦИЈА
vardar,ГРАНД КАФЕ ДЕ ЛУКС 200 ГР,159.00,100 ГР: =79.5ДЕН,ТУРСКО КАФЕ,ДА,,,,,
vardar,ГРАНД КАФЕ СТРОНГ 100Г,73.00,100 ГР: =73ДЕН,ТУРСКО КАФЕ,ДА,,,,,
vardar,ГРАНД КАФЕ СТРОНГ 200 ГР,131.00,100 ГР: =65.5ДЕН,ТУРСКО КАФЕ,ДА,,,,,
vardar,ГРАНД ПЕК БУРЕК СО МЕСО 850Г,359.00,100 ГР: =42.24ДЕН,ТЕСТО ЗАМРЗНАТО,ДА,,,,,
vardar,ГРАНД ПЕК ДОМАШЕН БУРЕК СО СИРЕЊЕ 850Г,185.00,100 ГР: =21.76ДЕН,ТЕСТО ЗАМРЗНАТО,ДА,219.00,"185.00
-15.53%",30,ЛОЈАЛНОСТ,24.04.2025 - 14.05.2025
vardar,ГРАНД ПЕК МИНИ БАНИЧКИ СО СПАНАЌ И УРДА 900Г,199.00,100 ГР: =22.11ДЕН,ТЕСТО ЗАМРЗНАТО,ДА,,,,,
vardar,ГРАНД ПЕК МИНИ БУРЕК СО МЕСО 900Г,345.00,100 ГР: =38.33ДЕН,ТЕСТО ЗАМРЗНАТО,ДА,,,,,
vardar,ГРАНД ФЕРЕРО РОШЕР 125 ГР,369.00,100 ГР: =148ДЕН,БОМБОЊЕРА,ДА,,,,,
vardar,ГРАНДЕ ИНТЕГР. МАКАРОНИ ПЕРЕСНИКИ ДУРУМ 500ГР,99.00,100 ГР: =19.8ДЕН,ИНТЕГРАЛНИ ТЕСТЕНИНИ,ДА,,,,,
vardar,ГРАНДЕ ФИДЕ ГНЕЗ.ДУР ЈАЈ. 250 ГР,65.00,100 ГР: =26ДЕН,ТЕСТЕНИНИ,ДА,,,,,
vardar,ГРАНДЕ ШПАГЕТИ СТ.7 ДУРУМ ЈАЈЦЕ 500 ГР,83.00,100 ГР: =16.6ДЕН,ТЕСТЕНИНИ,ДА,,,,,
vardar,ГРАНОЛА БАР ОРЕВ И ЛЕШНИК 210ГР,119.00,100 ГР: =56.67ДЕН,БАР,ДА,,,,,
vardar,ГРАНОЛА БАР ОРЕВ И ЛЕШНИК 35ГР,22.00,100 ГР: =62.86ДЕН,БАР,ДА,,,,,
vardar,ГРАНТС ФЕМИЛИ РЕСЕРВ 0.7Л,965.00,100 МЛ: =137.86ДЕН,ВИСКИ,ДА,,,,,
vardar,ГРАНТС ФЕМИЛИ РЕСЕРВ 0.7Л + 2 ЧАШИ,1445.00,100 МЛ: =206.43ДЕН,ВИСКИ,ДА,,,,,
vardar,ГРАНТС ФЕМИЛИ РЕСЕРВ 1Л,1349.00,100 МЛ: =134.9ДЕН,ВИСКИ,ДА,,,,,
vardar,ГРАФОТЕКС ТЕТРАТКА А5 КАРО/ДИКТО 40ЛИСТА,9.00,1 ПАРЧЕ =9ДЕН,ТЕТРАТКИ,ДА,,,,,
vardar,ГРАШАК СО ФАШИРАНА ШНИЦЛА 400ГР.,157.00,100 ГР: =39.25ДЕН,КОНЗЕРВИРАНА ГОТОВА ХРАНА,ДА,,,,,
vardar,ГРЕБАЛКА ЗА МРАЗ C22760240,49.00,1 ПАРЧЕ = 49ДЕН,ПРОИЗВОДИ ЗА НЕГА НА АВТОМОБИЛ,ДА,,,,,
vardar,ГРЕБАЛКА ЗА МРАЗ ДЕЛУКС,110.00,1 ПАРЧЕ =110ДЕН,ПРОИЗВОДИ ЗА НЕГА НА АВТОМОБИЛ,ДА,,,,,
vardar,ГРЕКОС ГРЧКИ ЈОГУРТ - БЕЛ ЈОГУРТ 150Г,35.00,100 ГР: =23.33ДЕН,ГРЧКИ ЈОГУРТ,ДА,,,,,
vardar,ГРЕКОС ГРЧКИ ЈОГУРТ - БЕЛ ЈОГУРТ 400Г,65.00,100 ГР: =16.25ДЕН,ГРЧКИ ЈОГУРТ,ДА,79.00,"65.00
-17.72%",,АКЦИСКА ПРОДАЖБА,28.04.2025 - 04.05.2025
vardar,ГРЕКОС ГРЧКИ ЈОГУРТ БЕЛ 700Г,122.00,100 ГР: =17.43ДЕН,ГРЧКИ ЈОГУРТ,ДА,,,,,
vardar,ГРЕКОС ГРЧКИ ЈОГУРТ КАЈСИЈА 150ГР,42.00,100 ГР: =28ДЕН,ОВОШЕН ГРЧКИ ЈОГУРТ,ДА,,,,,
vardar,ГРЕКОС ГРЧКИ ЈОГУРТ КАЈСИЈА 400ГР,85.00,100 ГР: =21.25ДЕН,ОВОШЕН ГРЧКИ ЈОГУРТ,ДА,95.00,"85.00
-10.53%",15,ЛОЈАЛНОСТ,24.04.2025 - 14.05.2025
vardar,ГРЕКОС ГРЧКИ ЈОГУРТ СО ВКУС НА ШУМСКО ОВОШЈЕ 150Г,42.00,100 ГР: =28ДЕН,ОВОШЕН ГРЧКИ ЈОГУРТ,ДА,,,,,
vardar,ГРЕКОС ГРЧКИ ЈОГУРТ СО ВКУС НА ЈАГОДА 150Г,42.00,100 ГР: =28ДЕН,ОВОШЕН ГРЧКИ ЈОГУРТ,ДА,,,,,
vardar,ГРЕКОС ГРЧКИ ЈОГУРТ ШУМСКО ОВОШЈЕ 400Г,85.00,100 ГР: =21.25ДЕН,ОВОШЕН ГРЧКИ ЈОГУРТ,ДА,95.00,"85.00
-10.53%",15,ЛОЈАЛНОСТ,24.04.2025 - 14.05.2025
vardar,ГРЕКОС ГРЧКИ ЈОГУРТ ЈАГОДА 400Г,85.00,100 ГР: =21.25ДЕН,ОВОШЕН ГРЧКИ ЈОГУРТ,ДА,95.00,"85.00
-10.53%",15,ЛОЈАЛНОСТ,24.04.2025 - 14.05.2025
vardar,ГРЕКОС СИРЕН НАМАЗ АЈВАР РУСТИКО 200Г,99.00,100 ГР: =49.5ДЕН,КРЕМ СИРЕЊЕ,ДА,,,,,
vardar,ГРЕКОС СИРЕН НАМАЗ ЗАЧИНСКИ МИКС 200Г,99.00,100 ГР: =49.5ДЕН,КРЕМ СИРЕЊЕ,ДА,,,,,
vardar,ГРЕКОС СИРЕН НАМАЗ КЛАСИК 200Г,99.00,100 ГР: =49.5ДЕН,КРЕМ СИРЕЊЕ,ДА,,,,,
vardar,ГРЕКОС ФЕТА СИРЕЊЕ 500ГР,209.00,100 ГР: =41.8ДЕН,ФЕТА СИРЕЊЕ,ДА,,,,,
vardar,ГРЕЈ ГУС 0.7Л,2799.00,100 МЛ: =399.86ДЕН,ВОТКА,ДА,,,,,
vardar,ГРИЛ ТАВА ЗА СЕРВИРАЊЕ СО ДРВЕНА ПОДЛОГА XPF2165,499.00,1 ПАРЧЕ =499ДЕН,ТАВА,ДА,,,,,
vardar,ГРИЛОВАНИ ЗЕЛЕНИ МАСЛИНКИ БЕЗ СЕМКА 800ГР,479.00,100 ГР: =59.88ДЕН,МАСЛИНКИ,ДА,,,,,
vardar,ГРИН ДЕЛИ АЈВАР БЛАГ 550 ГР,278.00,100 ГР: =50.55ДЕН,АЈВАР,ДА,,,,,
vardar,ГРИН ДЕЛИ АЈВАР ЛУТ 550 ГР,278.00,1 ПАРЧЕ =.51ДЕН,АЈВАР,ДА,,,,,
vardar,ГРИН ДЕЛИ КОРНИШОНИ 580 ГР,119.00,100 ГР: =20.52ДЕН,КОРНИШОНИ,ДА,,,,,
vardar,ГРИН ДЕЛИ КОРНИШОНИ 720ГР,79.00,100 ГР: =10.97ДЕН,КОРНИШОНИ,ДА,,,,,
vardar,ГРИН ДЕЛИ ЛУТЕНИЦА 550 ГР,309.00,100 ГР: =56.18ДЕН,АЈВАР,ДА,,,,,
vardar,ГРИН ДЕЛИ МЕШАНА САЛАТА720 МЛ,125.00,100 ГР: =17.36ДЕН,ТУРШИЈА,ДА,,,,,
vardar,ГРИН ДЕЛИ СЕЦКАНА ЗЕЛКА 720ГР,84.00,100 ГР: =11.67ДЕН,ТУРШИЈА,ДА,,,,,
vardar,ГРИН ДЕЛИ ФЕФЕРОНИ 314 ГР,82.00,100 ГР: =26.11ДЕН,ФЕФЕРОНИ,ДА,,,,,
vardar,ГРИН ДЕЛИ ФЕФЕРОНИ 680 ГР,105.00,100 ГР: =15.44ДЕН,ФЕФЕРОНИ,ДА,,,,,
vardar,ГРИОТЕ КЕСА 153ГР,235.00,100 ГР: =153.59ДЕН,БОМБОЊЕРА,ДА,,,,,
vardar,ГРИЦКО ОРИГИНАЛ ДОМАТ 100Г,39.00,100 ГР: =39ДЕН,ФЛИПС,ДА,,,,,
vardar,ГРИЦНИ - ГРИСИНИ СО ЛУК 200Г,79.00,100 ГР: =39.5ДЕН,ГРИСИНИ,ДА,,,,,
vardar,ГРИЦНИ - ГРИСИНИ СО ПИЦА ВКУС 200Г,79.00,100 ГР: =39.5ДЕН,СОЛЕНИ СТАПЧИЊА,ДА,,,,,
vardar,ГРИЦНИ - ГРИСИНИ СО СОЛ 200Г,79.00,100 ГР: =39.5ДЕН,СОЛЕНИ СТАПЧИЊА,ДА,,,,,
vardar,ГРОЗЈЕ ЦРНО УВОЗНО 1КГ. (Р),445.00,100 ГР: =44.5ДЕН,СВЕЖО ОВОШЈЕ,ДА,,,,,
vardar,ГРОЛШ ПИВО ЛИМ. 5% 0.5Л,104.00,100 МЛ: =20.8ДЕН,ПИВО,ДА,,,,,
vardar,ГРУС СЕТ ЧАШИ ЗА ВИСКИ 500 МЛ,1099.00,1 ПАРЧЕ =1099ДЕН,ЧАШИ ЗА ВИСКИ,ДА,,,,,
vardar,ГС12011 НАВЛАКА ЗА ВОЛАН,329.00,1 ПАРЧЕ =329ДЕН,НАВЛАКА ЗА ВОЛАН,ДА,,,,,
vardar,ГУАРАНА 0.25L,32.00,100 МЛ: =12.8ДЕН,ЕНЕРГЕТСКИ ПИЈАЛОК,ДА,35.00,"32.00
-8.57%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,ГУАРАНА АФРОДИЗИЈАК 0.25 Л,32.00,100 МЛ: =12.8ДЕН,ЕНЕРГЕТСКИ ПИЈАЛОК,ДА,,,,,24.04.2025 - 14.05.2025
vardar,ГУАРАНА КАКТУС 0.25Л,32.00,100 МЛ: =12.8ДЕН,ЕНЕРГЕТСКИ ПИЈАЛОК,ДА,35.00,"32.00
-8.57%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,ГУАРАНА ОРИГИНАЛ 0.5Л,60.00,100 МЛ: =12ДЕН,ЕНЕРГЕТСКИ ПИЈАЛОК,ДА,,,,,
vardar,ГУД КИКИРИКИ ДИЕТ 180 ГР,79.00,100 ГР: =39.5ДЕН,АПЕТИСАНИ,ДА,,,,,
vardar,ГУД КИКИРИКИ ДИЕТ 80 ГР,49.00,100 ГР: =61.25ДЕН,АПЕТИСАНИ,ДА,,,,,
vardar,ГУД КИКИРИКИ ПЕЧЕНИ 180 ГР,79.00,100 ГР: =39.5ДЕН,АПЕТИСАНИ,ДА,,,,,
vardar,ГУД КИКИРИКИ ПРЖЕНИ 180 ГР,79.00,100 ГР: =43.89ДЕН,АПЕТИСАНИ,ДА,,,,,
vardar,ГУД КИКИРИКИ ПРЖЕНИ 330 ГР,189.00,100 ГР: =57.27ДЕН,АПЕТИСАНИ,ДА,,,,,
vardar,ГУД КИКИРИКИ ПРЖЕНИ 80 ГР,49.00,100 ГР: =61.25ДЕН,АПЕТИСАНИ,ДА,,,,,
vardar,ГУД КИКИРИКИ ЧИЛИ ПРЖЕНИ 180 ГР,79.00,100 ГР: =39.5ДЕН,АПЕТИСАНИ,ДА,,,,,
vardar,ГУД КИКИРИКИ ЧИЛИ ПРЖЕНИ 80 ГР,49.00,100 ГР: =61.25ДЕН,АПЕТИСАНИ,ДА,,,,,
vardar,"ГУД Н. КОПРИВА ФИЛТЕР 20Х1,5 ГР",105.00,1 ПАРЧЕ =105ДЕН,ЧАЈ,ДА,,,,,
vardar,"ГУД Н. ЛИПА ФИЛТЕР 20Х1,5 ГР",125.00,1 ПАРЧЕ =125ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД Н.ЗЕЛЕН ЧАЈ СО НАНЕ 20*2ГР.,105.00,1 ПАРЧЕ =105ДЕН,ЧАЈ,ДА,,,,,
vardar,"ГУД Н.КАНТАРИОН ФИЛТЕР 20Х1,5 ГР",85.00,1 ПАРЧЕ =85ДЕН,ЧАЈ,ДА,,,,,
vardar,"ГУД НЕЧАР ЧАЈ.ДУПЛЕКС НАНЕ И СЛАДОК АНАСОН 30Х1,5Г",115.00,100 ГР: =211.11ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧAР ЗЕЛЕН ЧАЈ СО ЛИМОН И МЕД 20X2 ГР,105.00,1 ПАРЧЕ =105ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧAР ЧАЈ БОРОВИНКА 20Х2 ГР,109.00,1 ПАРЧЕ =109ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧAР ЧАЈ ДОБРА НОЌ 20X2 GR,102.00,1 ПАРЧЕ =102ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧAР ЧАЈ ДОБРО УТРО 20X2 GR,102.00,1 ПАРЧЕ =102ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЗЕЛЕН ЧАЈ СО ЃУМБИР И КУРКУМА 20X2 ГР,112.00,1 ПАРЧЕ =112ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ХИБИСКУС ФИЛТЕР 20Х2 ГР,59.00,1 ПАРЧЕ =59ДЕН,ЧАЈ,ДА,,,,,
vardar,"ГУД НЕЈЧАР ЦРН ЧАЈ 20X1,5ГР",99.00,1 ПАРЧЕ =99ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ .ДУПЛЕКС КАМИЛИЦА РУЗМАРИН 30Х1 ГР,115.00,100 ГР: =316.67ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ АЛКАЛАКС 20Х1Г,89.00,1 ПАРЧЕ =89ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ БРУСНИЦА 60% 100Г,142.00,100 ГР: =142ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ ДЕТОКС МИКС 20X2Г,132.00,1 ПАРЧЕ =132ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ ДУПЛЕКС ШУМСКО ОВОШЈЕ 30Х 1.8Г,129.00,1 ПАРЧЕ =2.39ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ ДУПЛЕКС ЃУМБИР И ЛИМОН 20X20ГР,125.00,100 ГР: =312.5ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ ЗЕЛЕН 20Х2Г,72.00,1 ПАРЧЕ =72ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ ЗИМСКИ 20X1.5 Г,119.00,1 ПАРЧЕ =119ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ КАМИЛИЦА 20Х1Г,59.00,1 ПАРЧЕ =2.95ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ МАГДОНОС 20Х1.5 Г,89.00,1 ПАРЧЕ =89ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ МАЈЧИНА ДУШИЦА 20Х1.5Г,69.00,1 ПАРЧЕ =3.45ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ НАНЕ 20Х1.5 ГР,59.00,1 ПАРЧЕ =59ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ ОД ЛИПА 40 ГР,155.00,100 ГР: =387.5ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ УВЕ МИКС 20Х2Г,89.00,1 ПАРЧЕ =89ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ ЦЕЛУЛИТ МИКС 20X2Г,127.00,1 ПАРЧЕ =127ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ ШУМСКО ОВОШЈЕ 20Х2Г,72.00,1 ПАРЧЕ =72ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ ЈАБОЛКО СО ЦИМЕТ 20Х2Г,79.00,1 ПАРЧЕ =79ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧАР ЧАЈ ЈАГОДА ОВОШЕН 20Х2 ГР,79.00,1 ПАРЧЕ =79ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧР KОМБИНАЦИЈА ЧАЕВИ + ШОЉА (БОЖИЌЕН ЧАЈ),243.00,1 ПАРЧЕ =243ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧР БОЖИЌЕН ФИЛТЕР ДУПЛЕКС 20X2GR,119.00,1 ПАРЧЕ =119ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧР ЧАЈ ЕНЕРЏИ Ц 20Х2 ГР.,112.00,100 ГР: =280ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД НЕЈЧР ЧАЈ ИМУНО 20Х2 ГР,112.00,100 ГР: =280ДЕН,ЧАЈ,ДА,,,,,
vardar,"ГУД НЕЈЧР ЧАЈ РЕЛАКС Б3, Б6 20Х1.5 ГР",112.00,100 ГР: =373.33ДЕН,ЧАЈ,ДА,,,,,
vardar,ГУД ПЕЧЕНИ КИКИРИКИ 80 ГР,49.00,100 ГР: =49ДЕН,АПЕТИСАНИ,ДА,,,,,
vardar,ГУМА ЗА КАДА 38X70,389.00,1 ПАРЧЕ =389ДЕН,ПАТОСНИЦА,ДА,,,,,
vardar,ГУМБО ГУМЕНИ БОНБОНИ 90 ГР,40.00,100 ГР: =44.44ДЕН,МЕКИ БОНБОНИ,ДА,,,,,
vardar,ГУМЕНА ПАТОСНИЦА ЗА ВО ТОАЛЕТ 68*43 ЦМ А-4469,139.00,1 ПАРЧЕ =139ДЕН,ПАТОСНИЦА ЗА ВО БАЊА,ДА,,,,,
vardar,ГУМЕНА ПАТОСНИЦА ЗА ВО ТОАЛЕТ 68*43 ЦМ А-4473,139.00,1 ПАРЧЕ =139ДЕН,ПАТОСНИЦА ЗА ВО БАЊА,ДА,,,,,
vardar,ГУМЕНИ ЖИВОТНИ ДИНОСАУРУСИ,115.00,1 ПАРЧЕ =75ДЕН,ИГРАЧКИ ЗА ДЕЦА,ДА,,,,,
vardar,ГУМИ НАЈС 1/2 ПЕЛИКАН,69.00,1 ПАРЧЕ =34.5ДЕН,ГУМА ЗА БРИШЕЊЕ,ДА,,,,,
vardar,ГУРМАН ТАРТАР СОС 300 МЛ,77.00,100 МЛ: =25.67ДЕН,СОС,ДА,,,,,
vardar,ГУРМАНО АЈВАР ДОМАШЕН БЛАГ 490Г,379.00,100 ГР: =77.35ДЕН,АЈВАР,ДА,,,,,
vardar,ГУРМАНО АЈВАР ДОМАШЕН ЛУТ 490Г,379.00,100 ГР: =77.35ДЕН,АЈВАР,ДА,,,,,
vardar,ГУРМАНО ЖОЛТИ ПИПЕРЧИЊА СО СИРЕЊЕ 470ГР,322.00,100 ГР: =68.51ДЕН,КОНЗЕРВИРАНИ ПИПЕРКИ,ДА,,,,,
vardar,ГУРМАНО ЗАКУСКА БЛАГА 490 ГР,302.00,100 ГР: =61.63ДЕН,АЈВАР,ДА,,,,,
vardar,ГУРМАНО ЗАКУСКА ЛУТА 490 ГР,302.00,100 ГР: =61.63ДЕН,АЈВАР,ДА,,,,,
vardar,ГУРМАНО ЛУТЕНИЦА ЛУТА 490 ГР,289.00,100 ГР: =58.98ДЕН,АЈВАР,ДА,,,,,
vardar,ГУРМАНО ФЕФЕРОНИ БЛАГИ 460 ГР,189.00,100 ГР: =41.09ДЕН,ФЕФЕРОНИ,ДА,,,,,
vardar,ГУРМАНО ЦРВЕНА ПИПЕРКА ПЕЧЕНА 490 ГР,189.00,100 ГР: =38.57ДЕН,КОНЗЕРВИРАНИ ПИПЕРКИ,ДА,,,,,
vardar,ГУРМАНО ЦРВЕНИ ПИПЕРЧИЊА СО СИРЕЊЕ 470 ГР,322.00,100 ГР: =68.51ДЕН,КОНЗЕРВИРАНИ ПИПЕРКИ,ДА,,,,,
vardar,ГУРМЕТ ГОЛД КОНЗЕРВА ЗА МАЧКИ ПИЛЕШКО 85 ГР.,42.00,100 ГР: =49.41ДЕН,ХРАНА ЗА МАЧЕ,ДА,59.00,"42.00
-28.81%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,ГУРМЕТ ГОЛД ПАШТЕТА 4*85ГР,199.00,100 ГР: =19900ДЕН,ХРАНА ЗА МАЧЕ,ДА,,,,,
vardar,ГУРМЕТ ГОЛД ХРАНА ЗА МАЧЕ ТЕЛЕШКО 85 ГР.,42.00,100 ГР: =49.41ДЕН,ХРАНА ЗА МАЧЕ,ДА,59.00,"42.00
-28.81%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,ГУРМЕТ СУВ ДОМАТ 40 ГР,89.00,100 ГР: =222.5ДЕН,СУШЕН ЗЕЛЕНЧУК,ДА,,,,,
vardar,ГУРМЕТ СУВ ДОМАТ ВО МАСЛИНОВО МАСЛО 320 ГР,325.00,100 ГР: =101.56ДЕН,СУШЕН ЗЕЛЕНЧУК,ДА,,,,,
vardar,ГУРМЕТ СУВ ЦРН ДОМАТ 40 ГР,92.00,100 ГР: =230ДЕН,СУШЕН ЗЕЛЕНЧУК,ДА,,,,,
vardar,ГУРУ ХУМУС МИКС БИЛКИ 180Г,105.00,100 ГР: =58.33ДЕН,ХУМУС,ДА,,,,,
vardar,ГУРУ ХУМУС ОРИГИНАЛ 180Г,105.00,100 ГР: =58.33ДЕН,ХУМУС,ДА,,,,,
vardar,ГУРУ ХУМУС ЦВЕКЛО 180Г,105.00,100 ГР: =58.33ДЕН,ХУМУС,ДА,,,,,
vardar,ГУРУ ХУМУС ЈАЛАПЕНО 180Г,105.00,100 ГР: =58.33ДЕН,ХУМУС,ДА,,,,,
vardar,ГУСТО ВЕГАН МОЦАРЕЛА СВЕЖА 175ГР,119.00,100 ГР: =68ДЕН,РАСТИТЕЛНО СИРЕЊЕ,ДА,,,,,
vardar,Д ПЕЈЛ РОЗЕ ВИНО 0.75Л,935.00,100 МЛ: =124.67ДЕН,РОЗЕ ВИНО,ДА,,,,,
vardar,ДOМИНАНТ ЖЕНСКИ ПИЖАМИ ДОЛЕН ДЕЛ 13091,325.00,1 ПАРЧЕ =325ДЕН,ПИЖАМИ,ДА,,,,,
vardar,ДАВИДОФ БЛЕК ШЕЈП (ЦРНИ),160.00,1 ПАРЧЕ = 160ДЕН,ЦИГАРИ,ДА,,,,,
vardar,ДАВИДОФ ВАЈОЛЕТ СУПЕРСЛИМС,160.00,1 ПАРЧЕ = 160ДЕН,ЦИГАРИ,ДА,,,,,
vardar,ДАВИДОФ ВАЈТ ШЕЈП (БЕЛ),160.00,1 ПАРЧЕ = 160ДЕН,ЦИГАРИ,ДА,,,,,
vardar,ДАВИДОФ КЛАСИК,190.00,1 ПАРЧЕ = 190ДЕН,ЦИГАРИ,ДА,,,,,
vardar,ДАВИДОФ ЛАЈТ (ЗЛАТНИ),190.00,1 ПАРЧЕ = 190ДЕН,ЦИГАРИ,ДА,,,,,
vardar,ДАВИДОФ ЛАЈТ СЛИМ(ЗЛАТНИ),190.00,1 ПАРЧЕ = 190ДЕН,ЦИГАРИ,ДА,,,,,
vardar,ДАВИДОФ РИЧ БЛУ,150.00,1 ПАРЧЕ = 150ДЕН,ЦИГАРИ,ДА,,,,,
vardar,ДАВИДОФ РИЧ СИЛВЕР,150.00,1 ПАРЧЕ = 150ДЕН,ЦИГАРИ,ДА,,,,,
vardar,ДАВИДОФ РОЗЕ СУПЕРСЛИМС,160.00,1 ПАРЧЕ = 160ДЕН,ЦИГАРИ,ДА,,,,,
vardar,ДАК АКВА ЕМЕРАЛД 4 ВО 1 ГАРДЕН 36ГР,119.00,100 МЛ: =330.56ДЕН,ОТСТРАНУВАЧ НА МИРИЗБА ВО ТОАЛЕТ,ДА,,,,,
vardar,ДАК АКВА ПУРПЛ 4 ВО 1 ТРОПИКАЛ 36ГР,119.00,100 МЛ: =330.56ДЕН,ОТСТРАНУВАЧ НА МИРИЗБА ВО ТОАЛЕТ,ДА,,,,,
vardar,ДАК СВЕЖИ ДИСКОВИ ДУПЛИ РЕФИЛ ЛИМЕТА 72МЛ,349.00,100 МЛ: =484.72ДЕН,ОТСТРАНУВАЧ НА МИРИЗБА ВО ТОАЛЕТ,ДА,,,,,
vardar,ДАК СВЕЖИ ДИСКОВИ ДУПЛИ РЕФИЛ МАРИНЕ 72МЛ.,349.00,100 МЛ: =484.72ДЕН,ОТСТРАНУВАЧ НА МИРИЗБА ВО ТОАЛЕТ,ДА,,,,,
vardar,ДАК СВЕЖИ ДИСКОВИ ЛАЈМ 36МЛ.,255.00,100 МЛ: =708.33ДЕН,ОТСТРАНУВАЧ НА МИРИЗБА ВО ТОАЛЕТ,ДА,,,,,
vardar,ДАК СВЕЖИ ДИСКОВИ МАРИНЕ 36МЛ,255.00,100 МЛ: =708.33ДЕН,ОТСТРАНУВАЧ НА МИРИЗБА ВО ТОАЛЕТ,ДА,,,,,
vardar,ДАК СВЕЖИ ДИСКОВИ ПЛАВ РЕФИЛ 72МЛ,349.00,100 МЛ: =484.72ДЕН,ОТСТРАНУВАЧ НА МИРИЗБА ВО ТОАЛЕТ,ДА,,,,,
vardar,ДАК ТВРДА ВЛОШКА 4ВО1 АКВАБЛУ 36ГР,119.00,100 ГР: =330.56ДЕН,ОТСТРАНУВАЧ НА МИРИЗБА ВО ТОАЛЕТ,ДА,,,,,
vardar,ДАК ТВРДА ВЛОШКА 4ВО1 АКВАБЛУ ДУОПАК 72ГР,182.00,100 ГР: =252.78ДЕН,ОТСТРАНУВАЧ НА МИРИЗБА ВО ТОАЛЕТ,ДА,,,,,
vardar,ДАК ТЕЧНОСТ ЗА ВЦ ШКОЛКА МАРИН 750МЛ,165.00,100 МЛ: =22ДЕН,СРЕДСТВО ЗА ЧИСТЕЊЕ ТОАЛЕТ,ДА,,,,,
vardar,ДАК ТЕЧНОСТ ЗА ВЦ ШКОЛКА ЛАВАНДА 750МЛ,165.00,100 МЛ: =22ДЕН,СРЕДСТВО ЗА ЧИСТЕЊЕ ТОАЛЕТ,ДА,,,,,
vardar,ДАК ТЕЧНОСТ ЗА ВЦ ШКОЛКА ПИНЕ 750МЛ.,165.00,100 МЛ: =22ДЕН,СРЕДСТВО ЗА ЧИСТЕЊЕ ТОАЛЕТ,ДА,,,,,
vardar,ДАК ТЕЧНОСТ ЗА ВЦ ШКОЛКА ПРОТИВ БИГОР 750МЛ,165.00,100 МЛ: =22ДЕН,СРЕДСТВО ЗА ЧИСТЕЊЕ ТОАЛЕТ,ДА,,,,,
