ИМЕ НА МАРКЕТ,НАЗИВ НА ПРОИЗВОД,ПРОДАЖНА ЦЕНА,ЕДИНЕЧНА ЦЕНА,ОПИС НА ПРОИЗВОД,ДОСТАПНОСТ НА ПРОИЗВОД,РЕДОВНА ЦЕНА,ЦЕНА СО ПОПУСТ,ПОЕНИ,ТИП НА АКЦИЈА,ВРЕМЕТРАЊЕ НА АКЦИЈА
vardar,СЕТ БУ ХАРТБИТ ЕДТ 50МЛ + ДЕО150МЛ + ПОДРОК НЕСЕСЕ,649.00,1 ПАРЧЕ =649ДЕН,КОЗМЕТИЧКИ СЕТОВИ,ДА,,,,,
vardar,СЕТ ВЕЛИНГРАД ВОДА АЛКАЛНА 6Х1.5Л,158.00,1 ПАРЧЕ =26.33ДЕН,НЕГАЗИРАНА ВОДА,ДА,179.00,"158.00
-11.73%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,СЕТ ВЕЛНЕС ИНТЕГРАЛЕН КЕКС СО ОВЕС 3Х210ГР,125.00,1 ПАРЧЕ =125ДЕН,ИНТЕГРАЛНИ БИСКВИТИ,ДА,199.00,"125.00
-37.19%",,АКЦИСКА ПРОДАЖБА,28.04.2025 - 04.05.2025
vardar,СЕТ ВЕНЧЕ И КРИЛЈА ЗА МАСКЕНАБАЛ 019748,99.00,1 ПАРЧЕ =99ДЕН,ПРОИЗВОД ЗА МАСКЕНБАЛ,ДА,,,,,
vardar,СЕТ ВЕРДЕХО БЕЛО ВИНО 0.75Л СО ЧОКОЛАДО,1052.00,1 ПАРЧЕ =1052ДЕН,БЕЛО ВИНО,ДА,,,,,
vardar,СЕТ ВИОЛЕТА ВЛ.МАРАМИЦИ ВАТЕР КЕР 2+1,174.00,1 ПАРЧЕ =174ДЕН,ВЛАЖНИ МАРАМИЦИ,ДА,,,,,
vardar,СЕТ ВИТАМИНКА ПАСТЕЛА ПУДИНГ ВАНИЛА И ЧИА 3X40 ГР,45.00,100 ГР: =37.5ДЕН,ПУДИНГ,ДА,,,,,
vardar,СЕТ ВИТАМИНКА ПАСТЕЛА ПУДИНГ КОКОС 3X40 ГР,37.00,100 ГР: =30.83ДЕН,ПУДИНГ,ДА,,,,,
vardar,СЕТ ВИТАМИНКА ПАСТЕЛА ПУДИНГ ЛИМОН 3X40 ГР,37.00,100 ГР: =30.83ДЕН,ПУДИНГ,ДА,,,,,
vardar,СЕТ ВИТАМИНКА ПАСТЕЛА ПУДИНГ ШУМСКО 3X40 ГР,34.00,100 ГР: =28.33ДЕН,ПУДИНГ,ДА,,,,,
vardar,СЕТ ГУД НЕЈЧАР ЧАЈ ПЛАНИНСКИ И БРУСНИЦА 2X33,169.00,1 ПАРЧЕ =74.5ДЕН,ЧАЈ,ДА,,,,,
vardar,СЕТ ГУД НЕЈЧР ПЛАНИНСКИ ЧАЈ 2X30 ГР,95.00,100 ГР: =158.33ДЕН,ЧАЈ,ДА,125.00,"95.00
-24%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,"СЕТ ДАСКА СО ЛУПАЧ, НОЖ И НОЖИЦА A-4349",299.00,1 ПАРЧЕ =299ДЕН,"СЕТ ДАСКА СО НОЖ, ЛУПАШ И НОЖИЦИ",ДА,,,,,
vardar,СЕТ ДАСКА СО НОЖ И ЛУПАЧ A4299,79.00,1 ПАРЧЕ =79ДЕН,СЕТ ДАСКА СО НОЖ И ЛУПАЧ,ДА,,,,,
vardar,СЕТ ДЕКОРАТИВНИ БАЛОН 5/1 LLB-10,99.00,1 ПАРЧЕ =99ДЕН,БАЛОНИ,ДА,,,,,
vardar,СЕТ ДЕКОРАТИВНИ БАЛОНИ 5/1 WQ-63,99.00,1 ПАРЧЕ =99ДЕН,БАЛОНИ,ДА,,,,,
vardar,СЕТ ДЕКОРАТИВНИ БАЛОНИ 5/1 WQ-64,99.00,1 ПАРЧЕ =99ДЕН,БАЛОНИ,ДА,,,,,
vardar,СЕТ ДЕКОРАТИВНИ БАЛОНИ 58/1 WQ-74,599.00,1 ПАРЧЕ =599ДЕН,БАЛОНИ,ДА,,,,,
vardar,СЕТ ДЕКОРАТИВНИ БАЛОНИ 70/1 WQ-73,599.00,1 ПАРЧЕ =599ДЕН,БАЛОНИ,ДА,,,,,
vardar,СЕТ ДЕКОРАТИВНИ БАЛОНИ WQ-75,399.00,1 ПАРЧЕ =399ДЕН,БАЛОНИ,ДА,,,,,
vardar,СЕТ ДЕКОРАТИВНИ БАЛОНИ WQ-77,599.00,1 ПАРЧЕ =599ДЕН,БАЛОНИ,ДА,,,,,
vardar,СЕТ ДЕТСКА ДОЛНА МАИЦА 1/3,399.00,1 ПАРЧЕ =133ДЕН,ДОЛНА МАИЦА,ДА,,,,,
vardar,СЕТ ДЕТСКА ДОЛНА ОБЛЕКА,249.00,1 ПАРЧЕ =249ДЕН,ДОЛНА МАИЦА,ДА,,,,,
vardar,СЕТ ДЕТСКИ БОКСЕРКИ 1/3,299.00,1 ПАРЧЕ =99.67ДЕН,БОКСЕРКИ,ДА,,,,,
vardar,СЕТ ДЕТСКИ ГАЌИ 1/3,249.00,1 ПАРЧЕ =83ДЕН,КИЛОТИ,ДА,,,,,
vardar,СЕТ ДИ-ГО СУВ КВАСЕЦ 5X7ГР,85.00,100 ГР: =242.86ДЕН,СУВ КВАСЕЦ,ДА,,,,,
vardar,СЕТ ДИНОСАУРУСИ SZX-003,229.00,1 ПАРЧЕ =229ДЕН,СЕТ ДИНОСАУРУС,ДА,,,,,
vardar,СЕТ ДИНОСАУРУСИ SZX-006,199.00,1 ПАРЧЕ =199ДЕН,СЕТ ДИНОСАУРУС,ДА,,,,,
vardar,СЕТ ДОВЕ МАЧА КУТИЈА,435.00,0,КОЗМЕТИЧКИ СЕТ,ДА,,,,,
vardar,СЕТ ДОДАТОЦИ ЗА СЛИКАЊЕ 10/1 WQ-37,49.00,1 ПАРЧЕ =49ДЕН,ДОДАТОЦИ ЗА СЛИКАЊЕ,ДА,,,,,
vardar,СЕТ ДОДАТОЦИ ЗА СЛИКАЊЕ 12/1 WQ-16,49.00,1 ПАРЧЕ =49ДЕН,ДОДАТОЦИ ЗА СЛИКАЊЕ,ДА,,,,,
vardar,СЕТ ДОДАТОЦИ ЗА СЛИКАЊЕ 8/1WQ-39,59.00,1 ПАРЧЕ =59ДЕН,ДОДАТОЦИ ЗА СЛИКАЊЕ,ДА,,,,,
vardar,СЕТ ДОМАШНИ ЖИВОТНИ SZX-005,199.00,1 ПАРЧЕ =199ДЕН,СЕТ СО ЖИВОТНИ,ДА,,,,,
vardar,"СЕТ ДРВЕН БИО ПРИБОР (НОЖ, ВИЛУШКА И САЛФЕТА)",29.00,1 ПАРЧЕ = 29ДЕН,ДРВЕН БИО ПРИБОР,ДА,,,,,
vardar,СЕТ ДРВЕН ПРИБОР 19СМ 18/1,149.00,1 ПАРЧЕ =149ДЕН,ДРВЕН ПРИБОР ЗА ЈАДЕЊЕ,ДА,,,,,
vardar,СЕТ ЕД МАКСИ 18/1 + БЕЈБИКЕР КАЛМИНГ МАРАМИЦИ 63/1,207.00,1 ПАРЧЕ =207ДЕН,ЦИКЛУСНИ ХИГИЕНСКИ ВЛОШКИ,ДА,,,,,
vardar,СЕТ ЕДИНЕЧНА ПОСТЕЛНИНА ДЕТСКА 3/1,1299.00,1 ПАРЧЕ =1299ДЕН,ЕДИНЕЧНА ПОСТЕЛНИНА,ДА,,,,,
vardar,СЕТ ЕДИНЕЧНА ПОСТЕЛНИНА ТИН 3/1,1299.00,1 ПАРЧЕ =1299ДЕН,ЕДИНЕЧНА ПОСТЕЛНИНА,ДА,,,,,
vardar,СЕТ ЖЕНСКИ ПИЖАМИ 1186,499.00,1 ПАРЧЕ =499ДЕН,ПИЖАМИ,ДА,,,,,
vardar,СЕТ ЖЕНСКИ ПИЖАМИ ЛЕТНИ,249.00,1 ПАРЧЕ =249ДЕН,ПИЖАМИ,ДА,,,,,
vardar,СЕТ ЖИЛЕТ ВЕНУС СМУТ 2УП+ГЕЛ 75МЛ,799.00,1 ПАРЧЕ =399.5ДЕН,ЖИЛЕТ ЗА БРИЧЕЊЕ,ДА,,,,,
vardar,СЕТ ЖИЛЕТ ФЈУЖН РАЗОР+4 ПАТРОНИ+ГЕЛ 200МЛ,1349.00,1 ПАРЧЕ =674.5ДЕН,ЖИЛЕТ ЗА БРИЧЕЊЕ,ДА,,,,,
vardar,СЕТ ЖИТО ЛУКС БРАШНО ЕКСТРА БЕЛО 2 Х 1КГ,79.00,100 ГР: =3.95ДЕН,БРАШНО,ДА,,,,,
vardar,СЕТ ЗА БАЊА 1/3,299.00,1 ПАРЧЕ =99.67ДЕН,СЕТ ЗА БАЊА,ДА,,,,,
vardar,СЕТ ЗА БАЊА 1/3 БЕЛА/СИВА БОЈА,299.00,1 ПАРЧЕ =99.67ДЕН,СЕТ ЗА БАЊА,ДА,,,,,
vardar,СЕТ ЗА БАЊА 1/3 БЕЛА ВОЈА СО БАМБУС,399.00,1 ПАРЧЕ =133ДЕН,СЕТ ЗА БАЊА,ДА,,,,,
vardar,СЕТ ЗА БАЊА СО ДЕЗЕН 1/5,999.00,"1 ПАРЧЕ = 199,8ДЕН",АКСЕСОАРИ ЗА ВО ТОАЛЕТ,ДА,,,,,
vardar,СЕТ ЗА ДЕЦА 3 ДЕЛА АЏ805588,299.00,1 ПАРЧЕ =299ДЕН,САД ЗА СЕРВИРАЊЕ,ДА,,,,,
vardar,Сет за закачување на лежалка хамок ГX39500280,499.00,1 ПАРЧЕ =499ДЕН,ЛЕЖАЛКА,ДА,,,,,
vardar,СЕТ ЗА ИГРАЊЕ СОФИ СО КОЊ 3+,689.00,1 ПАРЧЕ =689ДЕН,КУКЛА СЕТ,ДА,,,,,
vardar,"СЕТ ЗА КАМПУВАЊЕ 9 ПАР,",275.00,1 ПАРЧЕ =275ДЕН,ПРОИЗВОДИ ЗА КАМПУВАЊЕ,ДА,,,,,
vardar,Сет за коктел 1/4 A12405600,619.00,1 ПАРЧЕ =154.75ДЕН,СЕТ ЗА КОКТЕЛ,ДА,,,,,
vardar,СЕТ ЗА КУЈНА СО РАКАВИЦА 3/1 2210,79.00,1 ПАРЧЕ =26.33ДЕН,ПРЕСТИЛКА СО РАКАВИЦА,ДА,,,,,
vardar,СЕТ ЗА МАНИКИР 4/1 CY4654630,249.00,1 ПАРЧЕ =249ДЕН,СЕТ ЗА МАНИКИР,ДА,,,,,
vardar,СЕТ ЗА МАНИКИР 13/1,299.00,1 ПАРЧЕ =42.71ДЕН,СЕТ ЗА МАНИКИР,ДА,,,,,
vardar,СЕТ ЗА МАНИКИР И ПЕДИКИР 8/1,145.00,1 ПАРЧЕ =18.13ДЕН,СЕТ ЗА МАНИКИР И ПЕДИКИР,ДА,,,,,
vardar,СЕТ ЗА МАСКЕНБАЛ ПИРАТИ 26764,159.00,1 ПАРЧЕ =159ДЕН,ПРОИЗВОД ЗА МАСКЕНБАЛ,ДА,,,,,
vardar,СЕТ ЗА МАСКЕНБАЛ СТАПЧЕ СО ВЕНЧЕ 35600,99.00,1 ПАРЧЕ =99ДЕН,ПРОИЗВОД ЗА МАСКЕНБАЛ,ДА,,,,,
vardar,СЕТ ЗА ПЕДИКИР A-3530,139.00,1 ПАРЧЕ =139ДЕН,СЕТ ЗА ПЕДИКИР,ДА,,,,,
vardar,СЕТ ЗА ПЕЧЕЊЕ 3 ПАР.,399.00,1 ПАРЧЕ =399ДЕН,СЕТ ЗА ПЕЧЕЊЕ,ДА,,,,,
vardar,СЕТ ЗА ПЛЕТЕЊЕ,829.00,1 ПАРЧЕ =829ДЕН,СЕТ ЗА ИГРАЊЕ,ДА,,,,,
vardar,СЕТ ЗА ПОДАРОК СО ПРОИЗВОДИ ЗА БАЊА WZ-03,499.00,1 ПАРЧЕ =499ДЕН,КОЗМЕТИЧКИ СЕТОВИ,ДА,,,,,
vardar,СЕТ ЗА ПОСЛУЖУВАЊЕ A-203A,89.00,1 ПАРЧЕ =89ДЕН,ДАСКА ЗА СЕРВИРАЊЕ,ДА,,,,,
vardar,СЕТ ЗА ПОСЛУЖУВАЊЕ СИРЕЊЕ FJJJL-05,259.00,1 ПАРЧЕ =259ДЕН,ДАСКА ЗА СЕРВИРАЊЕ,ДА,,,,,
vardar,СЕТ ЗА ПОСЛУЖУВАЊЕ СИРЕЊЕ FJJJL-06,399.00,1 ПАРЧЕ =399ДЕН,ДАСКА ЗА СЕРВИРАЊЕ,ДА,,,,,
vardar,СЕТ ЗА РЕПАРИРАЊЕ НА ГУМИ,249.00,1 ПАРЧЕ =249ДЕН,ПРОИЗВОДИ ЗА ОДРЖУВАЊЕ НА АВТОМОБИЛ,ДА,,,,,
vardar,СЕТ ЗА РОДЕНДЕН - ЛОКОМОТИВА,75.00,1 ПАРЧЕ =75ДЕН,РОДЕНДЕНСКИ ДОДАТОК,ДА,,,,,
vardar,СЕТ ЗА СКАРА 5/1 BBQ323,629.00,1 ПАРЧЕ =629ДЕН,АКСЕСОАРИ ЗА СКАРА,ДА,699.00,"629.00
-10.01%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,СЕТ ЗА СЛАДОЛЕД 8 ПАРЧИЊА,149.00,"1 ПАРЧЕ = 18,63ДЕН",САД ЗА СКЛАДИРАЊЕ,ДА,,,,,
vardar,СЕТ ЗА ТОАЛЕТ ВЦ,175.00,1 ПАРЧЕ =175ДЕН,АКСЕСОАРИ ЗА ВО ТОАЛЕТ,ДА,,,,,
vardar,СЕТ ЗА ТОПЛО 3 ДЕЛА АЏ806517,179.00,1 ПАРЧЕ =179ДЕН,СЕТ ЗА ТОПЛО,ДА,,,,,
vardar,СЕТ ЗА ЧИСТЕЊЕ 1/5,599.00,1 ПАРЧЕ =599ДЕН,СЕТ ЗА ЧИСТЕЊЕ,ДА,,,,,
vardar,СЕТ ЗА ШМИНКАЊЕ 5/1 A-3524,109.00,1 ПАРЧЕ =109ДЕН,СЕТ ЗА ШМИНКАЊЕ,ДА,,,,,
vardar,СЕТ ЗА ШМИНКАЊЕ A-3523,129.00,1 ПАРЧЕ =129ДЕН,СЕТ ЗА ШМИНКАЊЕ,ДА,,,,,
vardar,СЕТ ЗАКАЧАЛКИ 1/5,125.00,1 ПАРЧЕ =25ДЕН,ЗАКАЧАЛКА,ДА,,,,,
vardar,СЕТ ЗАКАЧАЛКИ 3/1 601,129.00,1 ПАРЧЕ =89ДЕН,ЗАКАЧАЛКА,ДА,,,,,
vardar,СЕТ ЗАКАЧАЛКИ ЗА БАЊА 2 ПАРА,65.00,"1 ПАРЧЕ = 32,5ДЕН",ЗАКАЧАЛКА,ДА,,,,,
vardar,СЕТ ИГРИ НА МАГНЕТНА ТАБЛА 3ВО 1 22160,599.00,1 ПАРЧЕ =399ДЕН,СЕМЕЈНИ ИГРИ,ДА,,,,,
vardar,СЕТ КАРНЕКС ТУНА ПАШТЕТА 3 X 75ГР ПОДАРОК ДАСКА,159.00,1 ПАРЧЕ =.71ДЕН,ПАШТЕТА,ДА,,,,,
vardar,СЕТ КЕРАМИЧКИ ФИЛЏАНИ СО ТАЦНИ ЗА КАФЕ МАЛИ 6/1 A-,949.00,"1 ПАРЧЕ = 158,17ДЕН",СЕТ ЗА КАФЕ,ДА,,,,,
vardar,СЕТ КЕРАМИЧКИ ЧАШИ СО ЛАЖИЧКА A-4982,309.00,1 ПАРЧЕ =309ДЕН,ШОЉА,ДА,,,,,
vardar,СЕТ КЕРАМИЧКИ ЧАШИ СО ЛАЖИЧКА А-4980,309.00,1 ПАРЧЕ =309ДЕН,ШОЉА,ДА,,,,,
vardar,СЕТ КЕРАМИЧКИ ЧАШИ СО ЛАЖИЧКА А-4984,339.00,1 ПАРЧЕ =339ДЕН,ШОЉА,ДА,,,,,
vardar,СЕТ КЕРАМИЧКИ ШОЉИ ЗА КАФЕ 3/1 220 МЛ A-3560,149.00,1 ПАРЧЕ =149ДЕН,ШОЉА,ДА,,,,,
vardar,СЕТ КЕРАМИЧКИ ШОЉИ ТЦМ-С377,285.00,1 ПАРЧЕ =285ДЕН,ШОЉА,ДА,,,,,
vardar,СЕТ КОЗМЕТИК МИНИ ДИВА 5+,749.00,1 ПАРЧЕ =749ДЕН,СЕТ КОЗМЕТИЧКИ ЗА ДЕЦА,ДА,,,,,
vardar,СЕТ КОРПИ ЗА СКЛАДИРАЊЕ 3/1 GZMZ-03,399.00,1 ПАРЧЕ =399ДЕН,КОРПА ЗА СКЛАДИРАЊЕ,ДА,,,,,
vardar,СЕТ КОРПИ ЗА СКЛАДИРАЊЕ 3/1 GZMZ-04,399.00,1 ПАРЧЕ =399ДЕН,КОРПА ЗА СКЛАДИРАЊЕ,ДА,599.00,"399.00
-33.39%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,СЕТ КОРПИ ЗА СКЛАДИРАЊЕ 3/1 GZMZ-10,399.00,1 ПАРЧЕ =399ДЕН,КОРПА ЗА СКЛАДИРАЊЕ,ДА,,,,ПОНУДА,24.04.2025 - 14.05.2025
vardar,СЕТ КОРПИ ЗА СКЛАДИРАЊЕ 3/1 GZMZ-12,499.00,1 ПАРЧЕ =499ДЕН,КОРПА ЗА СКЛАДИРАЊЕ,ДА,,,,,
vardar,СЕТ КОРПИ ЗА СКЛАДИРАЊЕ 3/1GZMZ-02,499.00,1 ПАРЧЕ =499ДЕН,КОРПА ЗА СКЛАДИРАЊЕ,ДА,699.00,"499.00
-28.61%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,СЕТ КУКЛА СО АЛКИ 8801A7,109.00,1 ПАРЧЕ =109ДЕН,СЕТ ЗА ИГРАЊЕ,ДА,129.00,"109.00
-15.5%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,СЕТ КУКЛА СО ВЕЛОСИПЕД 6666C5,350.00,1 ПАРЧЕ =350ДЕН,ИГРАЧКА,ДА,,,,,
vardar,СЕТ КУКЛА СО КОЛИЧКА 6666C6,350.00,1 ПАРЧЕ =350ДЕН,ИГРАЧКА,ДА,,,,,
vardar,СЕТ КУКЛА СО ОБЛЕКА QS1107,179.00,1 ПАРЧЕ =179ДЕН,КУКЛА СЕТ,ДА,250.00,"179.00
-28.4%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,СЕТ КУКЛА СО СЕТ ЗА ФРИЗУРИ 8801A3,149.00,1 ПАРЧЕ =149ДЕН,ИГРАЧКА,ДА,,,,,
vardar,СЕТ КУТИЈА ЗА САПУН + КУТИЈА ЗА ЧЕТКИ ЗА ЗАБИ,135.00,1 ПАРЧЕ =135ДЕН,КУТИЈА ЗА СКЛАДИРАЊЕ,ДА,,,,,
vardar,СЕТ КУЈНСКИ ПЕШКИРИ ВО КУТИЈА 40*60ЦМ 1/2,219.00,1 ПАРЧЕ =109.5ДЕН,ПЕШКИР ЗА ВО КУЈНА,ДА,,,,,
vardar,СЕТ КУЈНСКИ ПЕШКИРИ ВО КУТИЈА 40*60ЦМ 1/2 ВО БОЈА,249.00,1 ПАРЧЕ =99.5ДЕН,ПЕШКИР ЗА ВО КУЈНА,ДА,,,,,
vardar,СЕТ КУЈНСКИ ПЕШКИРИ ВО КУТИЈА 40*60ЦМ 1/2БОЈА,259.00,1 ПАРЧЕ =129.5ДЕН,ПЕШКИР ЗА ВО КУЈНА,ДА,,,,,
vardar,СЕТ ЛАЖИЦИ ОД БАМБУС 3/1 FJJJL-12,99.00,1 ПАРЧЕ =39ДЕН,ЛАЖИЦИ,ДА,,,,,
vardar,СЕТ ЛАКШАРИ 5/1 КУТИЈА БЕЛА,1075.00,1 ПАРЧЕ =1075ДЕН,КОЗМЕТИЧКИ СЕТОВИ,ДА,,,,,
vardar,СЕТ ЛАКШАРИ КАДА СРЕБРЕНА,1575.00,1 ПАРЧЕ =1575ДЕН,КОЗМЕТИЧКИ СЕТОВИ,ДА,,,,,
vardar,СЕТ ЛЕНОР ОРХИДЕЈА 2*1.2Л.,475.00,1 ПАРЧЕ =237.5ДЕН,ОМЕКНУВАЧ ЗА АЛИШТА,ДА,,,,,
vardar,СЕТ МАГИ НУДЛИ ПИЛЕШКИ 3X59.2 ГР,89.00,1 ПАРЧЕ =89ДЕН,ТЕСТЕНИНИ,ДА,,,,,
vardar,СЕТ МАСКЕНБАЛ ФУСТАН СО ВЕНЧЕ,250.00,1 ПАРЧЕ =250ДЕН,МАСКЕМБАЛ ПРОИЗВОДИ,ДА,,,,,
vardar,СЕТ МЕБЕЛ - HSP1072340,89.00,1 ПАРЧЕ = 89ДЕН,СЕТ ЗА ИГРАЊЕ,ДА,,,,,
vardar,СЕТ МЕТАЛНИ ЗАКАЧАЛКИ 1/10 0517,99.00,1 ПАРЧЕ =9.9ДЕН,ЗАКАЧАЛКА,ДА,,,,,
vardar,СЕТ МЕТАЛНИ ЗАКАЧАЛКИ 10/1 118-10,129.00,1 ПАРЧЕ =129ДЕН,ЗАКАЧАЛКА,ДА,,,,,
vardar,СЕТ МЕТАЛНИ ЗАКАЧАЛКИ 10/1 854,99.00,1 ПАРЧЕ =79ДЕН,ЗАКАЧАЛКА,ДА,,,,,
vardar,СЕТ МЕЧ СО МАСКА,79.00,1 ПАРЧЕ =79ДЕН,ПРОИЗВОДИ ЗА МАСКЕНБАЛ,ДА,,,,,
vardar,СЕТ МЕЧ СО ШТИТ,159.00,1 ПАРЧЕ =159ДЕН,ПРОИЗВОД ЗА МАСКЕНБАЛ,ДА,,,,,
vardar,СЕТ МИКРОФИБЕР КРПИ 3/1,210.00,1 ПАРЧЕ =210ДЕН,ПРОИЗВОДИ ЗА ОДРЖУВАЊЕ НА АВТОМОБИЛ,ДА,,,,,
vardar,СЕТ МИНИ ДИВА МАГИЧНА ШМИНКА 3+,599.00,1 ПАРЧЕ =520ДЕН,СЕТ КОЗМЕТИЧКИ ЗА ДЕЦА,ДА,,,,,
vardar,СЕТ МИНИ ИГРИ,55.00,1 ПАРЧЕ = 55ДЕН,СЕМЕЈНИ ИГРИ,ДА,,,,,
vardar,СЕТ МК ХЕРОИ 25793A,299.00,1 ПАРЧЕ =299ДЕН,ИГРАЧКА,ДА,,,,,
vardar,СЕТ МОДЛИ ЗА КОЛАЧИ МЕТАЛНИ 4 ПАРЧИЊА,89.00,1 ПАРЧЕ =22.25ДЕН,МОДЛИ,ДА,,,,,
vardar,СЕТ МОЛИВИ - АМ638,19.00,1 ПАРЧЕ =19ДЕН,МОЛИВ,ДА,,,,,
vardar,СЕТ МОРСКИ ЖИВОТНИ SZX-002,199.00,1 ПАРЧЕ =199ДЕН,СЕТ СО ЖИВОТНИ,ДА,,,,,
vardar,СЕТ НАТУРА ЛЕНЕНО СЕМЕ 2+1 300 ГР,62.00,100 ГР: =20.67ДЕН,СЕМИЊА,ДА,,,,,
vardar,СЕТ НИВЕА МЛЕКО ЗА ТЕЛО 400МЛ+ГЕЛ ЗА ТУШИРАЊЕ 250,542.00,1 ПАРЧЕ =542ДЕН,УНИВЕРЗАЛНА КРЕМА,ДА,,,,,
vardar,СЕТ НИВЕА СОФТ КРЕМ 100МЛ + КРЕМ 50 МЛ,337.00,1 ПАРЧЕ =337ДЕН,УНИВЕРЗАЛНА КРЕМА,ДА,,,,,
vardar,СЕТ НИВЕА УЛТРА ЧАРЏ+ГЕЛ ЗА ТУШИРАЊЕ+ДЕО+УНИ.КРЕМ,875.00,1 ПАРЧЕ =875ДЕН,КОЗМЕТИЧКИ СЕТ,ДА,,,,,
vardar,СЕТ НИНЏА 26786,79.00,1 ПАРЧЕ =79ДЕН,ПРОИЗВОД ЗА МАСКЕНБАЛ,ДА,,,,,
vardar,СЕТ НОВОГОДИШНИ МАШНИ АЏ718353,95.00,1 ПАРЧЕ =95ДЕН,НОВОГОДИШНИ УКРАСИ,ДА,,,,,
vardar,СЕТ НОВОГОДИШНО ШНОЛИ 5/1 ANM400020,99.00,1 ПАРЧЕ =99ДЕН,НОВОГОДИШНИ УКРАСИ,ДА,,,,,
vardar,СЕТ НОЖЕВИ 12/1 A-1046,235.00,1 ПАРЧЕ =235ДЕН,ФУНКСИОНАЛЕН НОЖ,ДА,,,,,
vardar,СЕТ НОЖЕВИ 12/1 A-3274,235.00,1 ПАРЧЕ =235ДЕН,ФУНКСИОНАЛЕН НОЖ,ДА,,,,,
vardar,СЕТ НОЖЕВИ 3 ПАР. F311,69.00,1 ПАРЧЕ =23ДЕН,ФУНКЦИОНАЛЕН НОЖ,ДА,,,,,
vardar,СЕТ НОЖЕВИ 3/1 JM-11,69.00,1 ПАРЧЕ =69ДЕН,ФУНКЦИОНАЛЕН НОЖ,ДА,,,,,
vardar,СЕТ НОЖЕВИ ЕХ 1/4,109.00,1 ПАРЧЕ =27.25ДЕН,ФУНКСИОНАЛЕН НОЖ,ДА,,,,,
vardar,СЕТ НОЖЕВИ ЗА МЕСО 6 ПАР. F321,149.00,1 ПАРЧЕ =24.83ДЕН,ФУНКЦИОНАЛЕН НОЖ,ДА,,,,,
vardar,СЕТ НОЖЕВИ И ТАЊИР ЗА СИРЕЊЕ 210000170,599.00,1 ПАРЧЕ =599ДЕН,СЕТ ЗА СЕРВИРАЊЕ,ДА,,,,,
vardar,СЕТ НУТРИБЕЛА ИНТЕГРАЛНИ ГРИЦКИ КИКИРИКИ 3X70Г,89.00,1 ПАРЧЕ =89ДЕН,КРЕКЕРИ,ДА,,,,,
vardar,СЕТ ОД 2 ДЕТСКИ КНИГИ,99.00,1 ПАРЧЕ = 99ДЕН,ДЕТСКИ КНИГИ,ДА,,,,,
vardar,СЕТ ОД 3 ПОЛИЦИ 29/35/42XD16XH12ЦМ,599.00,1 ПАРЧЕ =599ДЕН,ПОЛИЦИ,ДА,,,,,
vardar,СЕТ ОД ПЕТ МОДЛИ ЗА КОЛАЧИ,85.00,1 ПАРЧЕ =17ДЕН,МОДЛИ,ДА,,,,,
vardar,СЕТ ОЛД СПАЈС ВАЈТВОТЕР ГЕЛ ЗА ТУШИРАЊЕ+СТИК,429.00,1 ПАРЧЕ =214.5ДЕН,ДЕО СПРЕЈ,ДА,,,,,
vardar,СЕТ ОЛД СПАЈС КАПЕТАН ГЕЛ ЗА ТУШИРАЊЕ+СТИК,429.00,1 ПАРЧЕ =214.5ДЕН,ДЕО СПРЕЈ,ДА,,,,,
vardar,СЕТ ОПРЕМА ЗА КУКЛА CS6862,1499.00,1 ПАРЧЕ =1499ДЕН,КУКЛА СЕТ,ДА,,,,,
vardar,СЕТ ОРАЛ Б ЕЛ.ЧЕТКА ПРО 1 ЦРНА СО ФУТРОЛА,2405.00,1 ПАРЧЕ =2405ДЕН,ЕЛЕКТРИЧНА ЧЕТКА ЗА ЗАБИ,ДА,,,,,
vardar,СЕТ ОРАЛ Б ЕЛЕКТРИЧНА ЧЕТКА ФРОУЗЕН,1999.00,1 ПАРЧЕ =1999ДЕН,ЕЛЕКТРИЧНА ЧЕТКА ЗА ЗАБИ,ДА,,,,,
vardar,СЕТ ОСРАМ ЛЕД  СИЈАЛИЦА 8.5W E27 2/1,155.00,1 ПАРЧЕ =77.5ДЕН,ЛЕД СИЈАЛИЦА,ДА,,,,,
vardar,СЕТ ПАЛМОЛИВ КУПКА 2ВО1 БАДЕМ МЛЕКО 500МЛ+КУПКА500,255.00,1 ПАРЧЕ =127.5ДЕН,ГЕЛ ЗА ТУШИРАЊЕ,ДА,,,,,
vardar,СЕТ ПАЛМОЛИВ КУПКА СЕНЗЕЈШН МАСАЖА 500МЛ+КУПКА 500,255.00,1 ПАРЧЕ =127.5ДЕН,ГЕЛ ЗА ТУШИРАЊЕ,ДА,,,,,
