url,photo_url,brand,title,original_price,current_price,discount
https://mobelix.com.mk/mk/proizvodi/google-pixel-7-pro-12gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/636/b91/e73/thumb_4216_550_800_0_0_crop.png,Google,Pixel 7 Pro 12GB RAM/128GB,"43,000.00","40,000.00 ден",-7%
https://mobelix.com.mk/mk/proizvodi/apple-ipad-pro-2022-m2-11-5g-256gb,https://mobelix.com.mk/storage/app/uploads/public/637/605/58b/thumb_4240_550_800_0_0_crop.png,Apple,"Apple iPad Pro 2022 M2 11"" 5G 256GB","64,600.00","58,400.00 ден",-10%
https://mobelix.com.mk/mk/proizvodi/xiaomi-12s-ultra-5g-12gb-ram512gb,https://mobelix.com.mk/storage/app/uploads/public/637/608/58a/thumb_4245_550_800_0_0_crop.png,Xiaomi,Xiaomi 12s Ultra 5G 12GB RAM/512GB,"83,000.00","61,500.00 ден",-26%
https://mobelix.com.mk/mk/proizvodi/asus-rog-phone-6d-16gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/638/9c4/c57/thumb_4275_550_800_0_0_crop.png,ASUS,Asus ROG Phone 6D 16GB RAM/256GB,,"61,500.00 ден",
https://mobelix.com.mk/mk/proizvodi/asus-rog-phone-6-batman-edition-12gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/638/9c5/3c4/thumb_4277_550_800_0_0_crop.png,ASUS,Asus ROG Phone 6 Batman Edition 12GB RAM/256GB,"98,400.00","76,900.00 ден",-22%
https://mobelix.com.mk/mk/proizvodi/asus-rog-phone-6d-ultimate-16gb-ram512gb,https://mobelix.com.mk/storage/app/uploads/public/638/9c5/db4/thumb_4279_550_800_0_0_crop.png,ASUS,Asus ROG Phone 6D Ultimate 16GB RAM/512GB,"110,700.00","76,900.00 ден",-31%
https://mobelix.com.mk/mk/proizvodi/apple-ipad-pro-2022-m2-129-5g-512gb,https://mobelix.com.mk/storage/app/uploads/public/639/c65/981/thumb_4288_550_800_0_0_crop.png,Apple,"Apple iPad Pro 2022 M2 12.9"" 5G 512GB","83,000.00","70,700.00 ден",-15%
https://mobelix.com.mk/mk/proizvodi/apple-ipad-pro-2022-m2-129-5g-256gb,https://mobelix.com.mk/storage/app/uploads/public/639/c65/c47/thumb_4293_550_800_0_0_crop.png,Apple,"Apple iPad Pro 2022 M2 12.9"" 5G 256GB","73,800.00","64,600.00 ден",-12%
https://mobelix.com.mk/mk/proizvodi/apple-ipad-pro-2022-m2-129-wifi-128gb,https://mobelix.com.mk/storage/app/uploads/public/639/c6e/57c/thumb_4296_550_800_0_0_crop.png,Apple,"Apple iPad Pro 2022 M2 12.9"" Wifi 128GB","70,700.00","67,700.00 ден",-4%
https://mobelix.com.mk/mk/proizvodi/apple-macbook-pro-m3-14-512gb,https://mobelix.com.mk/storage/app/uploads/public/661/ee0/24e/thumb_5424_550_800_0_0_crop.png,Apple,"Apple MacBook Pro M3 14"" 512GB",,"118,100.00 ден",
https://mobelix.com.mk/mk/proizvodi/redmi-note-10t-5g-4gb-ram64gb,https://mobelix.com.mk/storage/app/uploads/public/61a/0c6/65d/thumb_3478_550_800_0_0_crop.png,Xiaomi,Redmi Note 10T 5G 4GB RAM/64GB,"12,900.00","12,300.00 ден",-5%
https://mobelix.com.mk/mk/proizvodi/one-plus-8-pro-12gb-ram256,https://mobelix.com.mk/storage/app/uploads/public/5eb/2cd/447/thumb_2075_550_800_0_0_crop.png,One Plus,8 Pro 12GB Ram/256,"40,000.00","30,700.00 ден",-23%
https://mobelix.com.mk/mk/proizvodi/apple-homepod-mini,https://mobelix.com.mk/storage/app/uploads/public/600/2f3/0ec/thumb_2457_550_800_0_0_crop.png,Apple,HomePod Mini,,"11,000.00 ден",
https://mobelix.com.mk/mk/proizvodi/apple-air-pods-max,https://mobelix.com.mk/storage/app/uploads/public/602/6af/ae2/thumb_2477_550_800_0_0_crop.png,Apple,Air Pods Max,"29,500.00","28,890.00 ден",-2%
https://mobelix.com.mk/mk/proizvodi/redmi-note-10-5g-4gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/606/c26/58d/thumb_2657_550_800_0_0_crop.png,Xiaomi,Redmi Note 10 5G 4GB RAM/128GB,,"13,490.00 ден",
